ORDER_ID;CREATED_AT;STATUS;AMOUNT;REFUNDED_AT;MERCHANT_ID;COUNTRY;MERCHANT_ID;NAME;REFUNDS;AMOUNT_REFUNDS
5c3ef8170aee697c1ba84339;08:20.0;CLOSED;222;;pk_317b4fc6fd80a5f8fb2ff216;España;pk_317b4fc6fd80a5f8fb2ff216;Calcedonia ;0;
5c3ef8170aee697c1ba8433a;13:38.0;CANCELLED;255;07:56.0;pk_317b4fc6fd80a5f8fb2ff216;Marruecos;pk_317b4fc6fd80a5f8fb2ff216;Calcedonia ;0;
5c3ef8170aee697c1ba8433d;37:14.0;CLOSED;213;;pk_317b4fc6fd80a5f8fb2ff216;Alemania;pk_317b4fc6fd80a5f8fb2ff216;Calcedonia ;0;
5c3ef8170aee697c1ba84340;37:34.0;CLOSED;159;;pk_317b4fc6fd80a5f8fb2ff216;España;pk_317b4fc6fd80a5f8fb2ff216;Calcedonia ;0;
5c3ef8170aee697c1ba84341;48:44.0;CLOSED;215;;pk_317b4fc6fd80a5f8fb2ff216;Alemania;pk_317b4fc6fd80a5f8fb2ff216;Calcedonia ;0;
5c3ef8170aee697c1ba84342;48:13.0;CLOSED;248;;pk_317b4fc6fd80a5f8fb2ff216;Italia;pk_317b4fc6fd80a5f8fb2ff216;Calcedonia ;0;
5c3ef8170aee697c1ba84344;05:13.0;CANCELLED;292;23:44.0;pk_317b4fc6fd80a5f8fb2ff216;Italia;pk_317b4fc6fd80a5f8fb2ff216;Calcedonia ;0;
5c3ef8170aee697c1ba84345;08:27.0;CLOSED;322;;pk_317b4fc6fd80a5f8fb2ff216;España;pk_317b4fc6fd80a5f8fb2ff216;Calcedonia ;0;
5c3ef8170aee697c1ba84349;36:08.0;CLOSED;141;;pk_317b4fc6fd80a5f8fb2ff216;Italia;pk_317b4fc6fd80a5f8fb2ff216;Calcedonia ;0;
5c3ef8170aee697c1ba8434b;00:01.0;CLOSED;173;;pk_317b4fc6fd80a5f8fb2ff216;Alemania;pk_317b4fc6fd80a5f8fb2ff216;Calcedonia ;0;
5c3ef8170aee697c1ba8434e;34:56.0;CLOSED;310;;pk_317b4fc6fd80a5f8fb2ff216;Francia;pk_317b4fc6fd80a5f8fb2ff216;Calcedonia ;0;
5c3ef8170aee697c1ba8435a;28:29.0;CLOSED;274;;pk_317b4fc6fd80a5f8fb2ff216;Francia;pk_317b4fc6fd80a5f8fb2ff216;Calcedonia ;0;
5c3ef8170aee697c1ba84360;56:03.0;CLOSED;213;;pk_317b4fc6fd80a5f8fb2ff216;España;pk_317b4fc6fd80a5f8fb2ff216;Calcedonia ;0;
5c3ef9760aee697c1ba856b6;40:50.0;CLOSED;414;;pk_5e2e5ad149a74fc894daa0a5;España;pk_5e2e5ad149a74fc894daa0a5;Kiko;0;
5c3ef9760aee697c1ba856b7;28:41.0;CLOSED;428;;pk_5e2e5ad149a74fc894daa0a5;España;pk_5e2e5ad149a74fc894daa0a5;Kiko;0;
5c3ef8170aee697c1ba84367;12:28.0;CLOSED;305;;pk_317b4fc6fd80a5f8fb2ff216;Marruecos;pk_317b4fc6fd80a5f8fb2ff216;Calcedonia ;0;
5c3ef8170aee697c1ba84378;32:06.0;CLOSED;328;;pk_317b4fc6fd80a5f8fb2ff216;España;pk_317b4fc6fd80a5f8fb2ff216;Calcedonia ;0;
5c3c6193449028257899a012;26:03.0;CLOSED;267;;pk_048c9dffff8e3f60c2349780;Francia;pk_048c9dffff8e3f60c2349780;Puma;0;
5c3ef5e30aee697c1ba82102;07:01.0;CLOSED;702;;pk_743f2fdecb876b75e975c005;Francia;pk_743f2fdecb876b75e975c005;Pepe Jeans;0;
5c3ef8170aee697c1ba8438d;14:43.0;CLOSED;257;;pk_317b4fc6fd80a5f8fb2ff216;Francia;pk_317b4fc6fd80a5f8fb2ff216;Calcedonia ;0;
5c3ef8170aee697c1ba843a2;50:48.0;CANCELLED;159;33:34.0;pk_317b4fc6fd80a5f8fb2ff216;España;pk_317b4fc6fd80a5f8fb2ff216;Calcedonia ;0;
5c3ef8170aee697c1ba8433b;23:23.0;CLOSED;296;;pk_317b4fc6fd80a5f8fb2ff216;Italia;pk_317b4fc6fd80a5f8fb2ff216;Calcedonia ;0;
5c3ef8170aee697c1ba8437b;59:31.0;CLOSED;178;;pk_317b4fc6fd80a5f8fb2ff216;Alemania;pk_317b4fc6fd80a5f8fb2ff216;Calcedonia ;0;
5c3ef8170aee697c1ba8437c;52:54.0;CLOSED;257;;pk_317b4fc6fd80a5f8fb2ff216;España;pk_317b4fc6fd80a5f8fb2ff216;Calcedonia ;0;
5c3ef8170aee697c1ba84385;20:15.0;CLOSED;103;;pk_317b4fc6fd80a5f8fb2ff216;Alemania;pk_317b4fc6fd80a5f8fb2ff216;Calcedonia ;0;
5c3ef8170aee697c1ba84391;31:07.0;CLOSED;322;;pk_317b4fc6fd80a5f8fb2ff216;España;pk_317b4fc6fd80a5f8fb2ff216;Calcedonia ;0;
5c3ef8170aee697c1ba84381;50:08.0;CLOSED;437;;pk_317b4fc6fd80a5f8fb2ff216;España;pk_317b4fc6fd80a5f8fb2ff216;Calcedonia ;0;
5c3ef8170aee697c1ba84390;24:34.0;CLOSED;419;;pk_317b4fc6fd80a5f8fb2ff216;España;pk_317b4fc6fd80a5f8fb2ff216;Calcedonia ;0;
5c3ef8170aee697c1ba84402;09:33.0;CLOSED;196;;pk_317b4fc6fd80a5f8fb2ff216;Belgica;pk_317b4fc6fd80a5f8fb2ff216;Calcedonia ;0;
5c3ef8170aee697c1ba843fc;57:09.0;CLOSED;178;;pk_317b4fc6fd80a5f8fb2ff216;Alemania;pk_317b4fc6fd80a5f8fb2ff216;Calcedonia ;0;
5c1a2d582dea1c29c6194da7;54:22.0;ACTIVE;360;;pk_b9ee4936f19ba28d96f6001e;Francia;pk_b9ee4936f19ba28d96f6001e;K-tuin;0;
5c3ef8170aee697c1ba84354;53:43.0;CLOSED;295;;pk_317b4fc6fd80a5f8fb2ff216;España;pk_317b4fc6fd80a5f8fb2ff216;Calcedonia ;0;
5c3ef8170aee697c1ba84394;07:23.0;CLOSED;334;;pk_317b4fc6fd80a5f8fb2ff216;Alemania;pk_317b4fc6fd80a5f8fb2ff216;Calcedonia ;0;
5c3ef8170aee697c1ba843cf;51:30.0;CLOSED;180;;pk_317b4fc6fd80a5f8fb2ff216;España;pk_317b4fc6fd80a5f8fb2ff216;Calcedonia ;0;
5c3ef8170aee697c1ba8438f;36:02.0;CLOSED;270;;pk_317b4fc6fd80a5f8fb2ff216;Portugal;pk_317b4fc6fd80a5f8fb2ff216;Calcedonia ;0;
5c3ef8170aee697c1ba8434a;25:33.0;CLOSED;435;;pk_317b4fc6fd80a5f8fb2ff216;España;pk_317b4fc6fd80a5f8fb2ff216;Calcedonia ;0;
5c3ef8170aee697c1ba84352;47:09.0;CLOSED;321;;pk_317b4fc6fd80a5f8fb2ff216;España;pk_317b4fc6fd80a5f8fb2ff216;Calcedonia ;0;
5c3ef8170aee697c1ba84362;16:55.0;ACTIVE;142;;pk_317b4fc6fd80a5f8fb2ff216;Italia;pk_317b4fc6fd80a5f8fb2ff216;Calcedonia ;0;
5c3ef8170aee697c1ba84374;06:46.0;CANCELLED;333;52:37.0;pk_317b4fc6fd80a5f8fb2ff216;España;pk_317b4fc6fd80a5f8fb2ff216;Calcedonia ;0;
5c3ef8170aee697c1ba8438e;28:59.0;CLOSED;236;;pk_317b4fc6fd80a5f8fb2ff216;Belgica;pk_317b4fc6fd80a5f8fb2ff216;Calcedonia ;0;
5c3ef8170aee697c1ba8433c;00:48.0;CLOSED;371;;pk_317b4fc6fd80a5f8fb2ff216;Francia;pk_317b4fc6fd80a5f8fb2ff216;Calcedonia ;0;
5c3ef8170aee697c1ba84331;00:20.0;CLOSED;194;;pk_317b4fc6fd80a5f8fb2ff216;Francia;pk_317b4fc6fd80a5f8fb2ff216;Calcedonia ;1;194
5c3ef8170aee697c1ba84338;13:57.0;CLOSED;230;;pk_317b4fc6fd80a5f8fb2ff216;Marruecos;pk_317b4fc6fd80a5f8fb2ff216;Calcedonia ;1;230
5c3ef8170aee697c1ba84356;30:25.0;CLOSED;155;;pk_317b4fc6fd80a5f8fb2ff216;España;pk_317b4fc6fd80a5f8fb2ff216;Calcedonia ;0;
5c3ef8170aee697c1ba8435c;10:48.0;CLOSED;282;;pk_317b4fc6fd80a5f8fb2ff216;España;pk_317b4fc6fd80a5f8fb2ff216;Calcedonia ;0;
5c3ef8170aee697c1ba84355;07:47.0;CLOSED;429;;pk_317b4fc6fd80a5f8fb2ff216;Belgica;pk_317b4fc6fd80a5f8fb2ff216;Calcedonia ;0;
5c3ef8170aee697c1ba84363;25:23.0;ACTIVE;264;;pk_317b4fc6fd80a5f8fb2ff216;España;pk_317b4fc6fd80a5f8fb2ff216;Calcedonia ;0;
5c3ef8170aee697c1ba8437e;10:58.0;CLOSED;206;;pk_317b4fc6fd80a5f8fb2ff216;España;pk_317b4fc6fd80a5f8fb2ff216;Calcedonia ;0;
5c3ef5e30aee697c1ba82109;02:38.0;CLOSED;99;;pk_743f2fdecb876b75e975c005;España;pk_743f2fdecb876b75e975c005;Pepe Jeans;0;
5c3ef8170aee697c1ba843ae;43:46.0;CLOSED;276;;pk_317b4fc6fd80a5f8fb2ff216;España;pk_317b4fc6fd80a5f8fb2ff216;Calcedonia ;0;
5c3ef8170aee697c1ba843af;26:18.0;CLOSED;474;;pk_317b4fc6fd80a5f8fb2ff216;España;pk_317b4fc6fd80a5f8fb2ff216;Calcedonia ;0;
5c3ef8170aee697c1ba84346;30:43.0;CANCELLED;403;12:41.0;pk_317b4fc6fd80a5f8fb2ff216;España;pk_317b4fc6fd80a5f8fb2ff216;Calcedonia ;0;
5c3ef8170aee697c1ba84387;44:40.0;CLOSED;321;;pk_317b4fc6fd80a5f8fb2ff216;Italia;pk_317b4fc6fd80a5f8fb2ff216;Calcedonia ;0;
5c3ef8170aee697c1ba843c8;18:56.0;CLOSED;369;;pk_317b4fc6fd80a5f8fb2ff216;España;pk_317b4fc6fd80a5f8fb2ff216;Calcedonia ;0;
5c3ef8170aee697c1ba843be;50:04.0;CLOSED;402;;pk_317b4fc6fd80a5f8fb2ff216;España;pk_317b4fc6fd80a5f8fb2ff216;Calcedonia ;0;
5c3ef5e30aee697c1ba82103;28:04.0;CLOSED;315;;pk_743f2fdecb876b75e975c005;Francia;pk_743f2fdecb876b75e975c005;Pepe Jeans;0;
5c3ef8170aee697c1ba8439a;21:26.0;CLOSED;367;;pk_317b4fc6fd80a5f8fb2ff216;España;pk_317b4fc6fd80a5f8fb2ff216;Calcedonia ;0;
5c3ef8170aee697c1ba843dd;53:37.0;CLOSED;367;;pk_317b4fc6fd80a5f8fb2ff216;España;pk_317b4fc6fd80a5f8fb2ff216;Calcedonia ;0;
5c3ef8170aee697c1ba84357;49:21.0;CLOSED;697;;pk_317b4fc6fd80a5f8fb2ff216;España;pk_317b4fc6fd80a5f8fb2ff216;Calcedonia ;0;
5c3ef8170aee697c1ba84368;24:32.0;CLOSED;162;;pk_317b4fc6fd80a5f8fb2ff216;España;pk_317b4fc6fd80a5f8fb2ff216;Calcedonia ;0;
5c3ef8170aee697c1ba84384;59:32.0;CLOSED;753;;pk_317b4fc6fd80a5f8fb2ff216;Marruecos;pk_317b4fc6fd80a5f8fb2ff216;Calcedonia ;0;
5c3ef3f70aee697c1ba7e922;56:55.0;CLOSED;378;;pk_c15afcbd3a31b732f097ba7b;España;pk_c15afcbd3a31b732f097ba7b;Havainas ;0;
5c3c5ce04490282578997838;18:50.0;CLOSED;1439;;pk_478b3c646df6789316a5b3e7;Belgica;pk_478b3c646df6789316a5b3e7;Vans;0;
5c3ef8170aee697c1ba84332;59:23.0;CLOSED;214;;pk_317b4fc6fd80a5f8fb2ff216;España;pk_317b4fc6fd80a5f8fb2ff216;Calcedonia ;1;214
5c3ef8170aee697c1ba8434f;56:26.0;CLOSED;289;;pk_317b4fc6fd80a5f8fb2ff216;Italia;pk_317b4fc6fd80a5f8fb2ff216;Calcedonia ;0;
5c3ef8170aee697c1ba84358;59:21.0;CLOSED;119;;pk_317b4fc6fd80a5f8fb2ff216;Italia;pk_317b4fc6fd80a5f8fb2ff216;Calcedonia ;0;
5c3ef8170aee697c1ba84361;55:44.0;ACTIVE;179;;pk_317b4fc6fd80a5f8fb2ff216;España;pk_317b4fc6fd80a5f8fb2ff216;Calcedonia ;0;
5c3ef8170aee697c1ba8436d;22:18.0;CLOSED;607;;pk_317b4fc6fd80a5f8fb2ff216;España;pk_317b4fc6fd80a5f8fb2ff216;Calcedonia ;0;
5c3ef8170aee697c1ba8437d;41:36.0;CANCELLED;369;22:05.0;pk_317b4fc6fd80a5f8fb2ff216;España;pk_317b4fc6fd80a5f8fb2ff216;Calcedonia ;0;
5c3ef8170aee697c1ba8439c;20:04.0;CLOSED;151;;pk_317b4fc6fd80a5f8fb2ff216;España;pk_317b4fc6fd80a5f8fb2ff216;Calcedonia ;0;
5c3ef5e30aee697c1ba8210a;25:46.0;CLOSED;133;;pk_743f2fdecb876b75e975c005;Italia;pk_743f2fdecb876b75e975c005;Pepe Jeans;0;
5c3ef8170aee697c1ba843b4;23:53.0;CLOSED;248;;pk_317b4fc6fd80a5f8fb2ff216;Francia;pk_317b4fc6fd80a5f8fb2ff216;Calcedonia ;0;
5c3ef8170aee697c1ba8437a;21:01.0;CLOSED;366;;pk_317b4fc6fd80a5f8fb2ff216;Alemania;pk_317b4fc6fd80a5f8fb2ff216;Calcedonia ;0;
5c3ef9760aee697c1ba856b4;55:24.0;CANCELLED;93;06:07.0;pk_5e2e5ad149a74fc894daa0a5;España;pk_5e2e5ad149a74fc894daa0a5;Kiko;0;
5c3ef8170aee697c1ba8434d;32:59.0;CLOSED;195;;pk_317b4fc6fd80a5f8fb2ff216;España;pk_317b4fc6fd80a5f8fb2ff216;Calcedonia ;0;
5c3ef8170aee697c1ba8435e;39:00.0;CLOSED;151;;pk_317b4fc6fd80a5f8fb2ff216;España;pk_317b4fc6fd80a5f8fb2ff216;Calcedonia ;0;
5c3ef8170aee697c1ba84364;16:12.0;CANCELLED;620;48:17.0;pk_317b4fc6fd80a5f8fb2ff216;Marruecos;pk_317b4fc6fd80a5f8fb2ff216;Calcedonia ;0;
5c3ef8170aee697c1ba84376;42:31.0;CANCELLED;183;28:06.0;pk_317b4fc6fd80a5f8fb2ff216;Belgica;pk_317b4fc6fd80a5f8fb2ff216;Calcedonia ;0;
5c3ef8170aee697c1ba8433e;08:36.0;CLOSED;171;;pk_317b4fc6fd80a5f8fb2ff216;Alemania;pk_317b4fc6fd80a5f8fb2ff216;Calcedonia ;0;
5c3ef8170aee697c1ba8434c;30:23.0;CLOSED;343;;pk_317b4fc6fd80a5f8fb2ff216;Italia;pk_317b4fc6fd80a5f8fb2ff216;Calcedonia ;0;
5c3ef8170aee697c1ba8436f;49:59.0;CLOSED;476;;pk_317b4fc6fd80a5f8fb2ff216;Marruecos;pk_317b4fc6fd80a5f8fb2ff216;Calcedonia ;0;
5c3ef5e30aee697c1ba82107;00:40.0;CLOSED;174;;pk_743f2fdecb876b75e975c005;España;pk_743f2fdecb876b75e975c005;Pepe Jeans;0;
5c3ef8170aee697c1ba843a6;07:13.0;CLOSED;309;56:51.0;pk_317b4fc6fd80a5f8fb2ff216;España;pk_317b4fc6fd80a5f8fb2ff216;Calcedonia ;0;
5c3ef8170aee697c1ba843ef;14:41.0;CLOSED;707;;pk_317b4fc6fd80a5f8fb2ff216;España;pk_317b4fc6fd80a5f8fb2ff216;Calcedonia ;0;
5c3ef8170aee697c1ba8435f;05:09.0;DELINQUENT;171;;pk_317b4fc6fd80a5f8fb2ff216;España;pk_317b4fc6fd80a5f8fb2ff216;Calcedonia ;0;
5c3ef8170aee697c1ba8436c;32:45.0;CLOSED;620;;pk_317b4fc6fd80a5f8fb2ff216;Portugal;pk_317b4fc6fd80a5f8fb2ff216;Calcedonia ;0;
5c3ef8170aee697c1ba84353;25:17.0;CLOSED;195;;pk_317b4fc6fd80a5f8fb2ff216;España;pk_317b4fc6fd80a5f8fb2ff216;Calcedonia ;0;
5c3ef8170aee697c1ba84348;24:42.0;CLOSED;137;;pk_317b4fc6fd80a5f8fb2ff216;España;pk_317b4fc6fd80a5f8fb2ff216;Calcedonia ;0;
5c3ef8170aee697c1ba8435b;33:25.0;CLOSED;241;;pk_317b4fc6fd80a5f8fb2ff216;Belgica;pk_317b4fc6fd80a5f8fb2ff216;Calcedonia ;0;
5c3ef8170aee697c1ba84365;40:28.0;CLOSED;476;;pk_317b4fc6fd80a5f8fb2ff216;España;pk_317b4fc6fd80a5f8fb2ff216;Calcedonia ;0;
5c3ef8170aee697c1ba8436b;11:14.0;CLOSED;181;;pk_317b4fc6fd80a5f8fb2ff216;España;pk_317b4fc6fd80a5f8fb2ff216;Calcedonia ;0;
5c3ef8170aee697c1ba8436e;22:23.0;CLOSED;223;;pk_317b4fc6fd80a5f8fb2ff216;Belgica;pk_317b4fc6fd80a5f8fb2ff216;Calcedonia ;0;
5c3ef8170aee697c1ba84370;28:54.0;CLOSED;176;;pk_317b4fc6fd80a5f8fb2ff216;España;pk_317b4fc6fd80a5f8fb2ff216;Calcedonia ;0;
5c3ef8170aee697c1ba84371;12:25.0;CLOSED;208;;pk_317b4fc6fd80a5f8fb2ff216;Marruecos;pk_317b4fc6fd80a5f8fb2ff216;Calcedonia ;0;
5c3ef8170aee697c1ba84372;25:56.0;CLOSED;154;;pk_317b4fc6fd80a5f8fb2ff216;Belgica;pk_317b4fc6fd80a5f8fb2ff216;Calcedonia ;0;
5c3ef8170aee697c1ba84377;51:41.0;CLOSED;235;;pk_317b4fc6fd80a5f8fb2ff216;España;pk_317b4fc6fd80a5f8fb2ff216;Calcedonia ;0;
5c3ef5e30aee697c1ba82106;36:12.0;CLOSED;301;;pk_743f2fdecb876b75e975c005;España;pk_743f2fdecb876b75e975c005;Pepe Jeans;0;
5c3ef5e30aee697c1ba82108;33:34.0;CLOSED;396;;pk_743f2fdecb876b75e975c005;España;pk_743f2fdecb876b75e975c005;Pepe Jeans;0;
5c3ef8170aee697c1ba843a9;44:59.0;CLOSED;294;;pk_317b4fc6fd80a5f8fb2ff216;España;pk_317b4fc6fd80a5f8fb2ff216;Calcedonia ;0;
5c3ef8170aee697c1ba843ac;03:36.0;CLOSED;629;;pk_317b4fc6fd80a5f8fb2ff216;Francia;pk_317b4fc6fd80a5f8fb2ff216;Calcedonia ;0;
5c3ef8170aee697c1ba843b0;48:55.0;CLOSED;274;;pk_317b4fc6fd80a5f8fb2ff216;España;pk_317b4fc6fd80a5f8fb2ff216;Calcedonia ;0;
5c3ef3f70aee697c1ba7e921;23:38.0;CANCELLED;33;24:16.0;pk_c15afcbd3a31b732f097ba7b;España;pk_c15afcbd3a31b732f097ba7b;Havainas ;0;
5c3ef8170aee697c1ba843b8;39:42.0;CLOSED;415;;pk_317b4fc6fd80a5f8fb2ff216;Alemania;pk_317b4fc6fd80a5f8fb2ff216;Calcedonia ;0;
5c3ef8170aee697c1ba843c1;03:59.0;CLOSED;475;;pk_317b4fc6fd80a5f8fb2ff216;Francia;pk_317b4fc6fd80a5f8fb2ff216;Calcedonia ;0;
5c3ef8170aee697c1ba843d3;55:49.0;CLOSED;316;;pk_317b4fc6fd80a5f8fb2ff216;España;pk_317b4fc6fd80a5f8fb2ff216;Calcedonia ;0;
5c3ef47d0aee697c1ba7ff04;28:02.0;CLOSED;121;45:27.0;pk_f8d4f3d1c2817966984be471;Francia;pk_f8d4f3d1c2817966984be471;Brithis Ariways;0;
5c3f3cb90aee693b32c01245;39:50.0;CLOSED;1;43:44.0;pk_aa25728c14b4af87180b3936;España;pk_aa25728c14b4af87180b3936;Leroy Merlin;0;
5c3ef5e30aee697c1ba82101;07:34.0;CLOSED;235;;pk_743f2fdecb876b75e975c005;España;pk_743f2fdecb876b75e975c005;Pepe Jeans;0;
5c3ef8170aee697c1ba84383;51:12.0;CANCELLED;84;05:44.0;pk_317b4fc6fd80a5f8fb2ff216;Belgica;pk_317b4fc6fd80a5f8fb2ff216;Calcedonia ;0;
5c3ef8170aee697c1ba8439d;53:32.0;CLOSED;266;;pk_317b4fc6fd80a5f8fb2ff216;Francia;pk_317b4fc6fd80a5f8fb2ff216;Calcedonia ;0;
5c3ef5e30aee697c1ba8210b;00:09.0;CLOSED;147;;pk_743f2fdecb876b75e975c005;España;pk_743f2fdecb876b75e975c005;Pepe Jeans;0;
5c3c5dcf4490282578997f1e;23:36.0;CANCELLED;96;24:53.0;pk_1d4d4e98828a9075c16f4be4;Italia;pk_1d4d4e98828a9075c16f4be4;Aliexpress;0;
5c3ef8170aee697c1ba843cb;33:46.0;CLOSED;174;;pk_317b4fc6fd80a5f8fb2ff216;España;pk_317b4fc6fd80a5f8fb2ff216;Calcedonia ;0;
5c3ef8170aee697c1ba843d2;55:48.0;CLOSED;387;;pk_317b4fc6fd80a5f8fb2ff216;España;pk_317b4fc6fd80a5f8fb2ff216;Calcedonia ;0;
5c3ef8170aee697c1ba843d4;08:32.0;DELINQUENT;202;;pk_317b4fc6fd80a5f8fb2ff216;Francia;pk_317b4fc6fd80a5f8fb2ff216;Calcedonia ;0;
5c3ef8170aee697c1ba843d6;43:36.0;CLOSED;518;;pk_317b4fc6fd80a5f8fb2ff216;Belgica;pk_317b4fc6fd80a5f8fb2ff216;Calcedonia ;0;
5c347803c3d42e57ea5fe6ba;07:51.0;CLOSED;300;;pk_a3aa2fa07c5436f4c8ca1e03;España;pk_a3aa2fa07c5436f4c8ca1e03;fnac;0;
5c3ef8170aee697c1ba843d9;19:02.0;CLOSED;268;;pk_317b4fc6fd80a5f8fb2ff216;España;pk_317b4fc6fd80a5f8fb2ff216;Calcedonia ;0;
5c3f47730aee6945b24ccf99;52:05.0;CLOSED;319;;pk_3c5e8bc924875265f408e2bb;Francia;pk_3c5e8bc924875265f408e2bb;Sony;0;
5c347e48c3d42e5b14de7b02;47:13.0;CLOSED;251;;pk_d3ddf76c585835367a3f43ac;España;pk_d3ddf76c585835367a3f43ac;Speedo;0;
5c3ef3f70aee697c1ba7e928;44:13.0;CANCELLED;106;47:44.0;pk_c15afcbd3a31b732f097ba7b;España;pk_c15afcbd3a31b732f097ba7b;Havainas ;0;
5c3c5f4f44902825789983d3;09:11.0;CLOSED;360;;pk_01080aa968230c7329913f12;España;pk_01080aa968230c7329913f12;Qatar Airways;0;
5c3f3cb90aee693b32c01246;49:29.0;CLOSED;169;;pk_aa25728c14b4af87180b3936;Italia;pk_aa25728c14b4af87180b3936;Leroy Merlin;0;
5c36ff3a3e78fa60e0ad6bac;52:38.0;CLOSED;449;;pk_736c7094ea96eda38b098f56;Francia;pk_736c7094ea96eda38b098f56;Massimo Dutti;0;
5c3c5f4f44902825789983d5;19:24.0;CLOSED;320;;pk_01080aa968230c7329913f12;Francia;pk_01080aa968230c7329913f12;Qatar Airways;0;
5c370dfc3e78fa6aacf5cb1a;13:03.0;CLOSED;270;;pk_19d9ed34a670cbd04543ec35;España;pk_19d9ed34a670cbd04543ec35;Spotify;0;
5c3c4d5f4490281cfd1fda54;58:58.0;CLOSED;1267;;pk_0ce3951270159edc24e8270b;Marruecos;pk_0ce3951270159edc24e8270b;Loreal;0;
5c3ef6460aee697c1ba82bc7;19:54.0;CLOSED;134;;pk_e1af716f8d336aceb6237bf5;España;pk_e1af716f8d336aceb6237bf5;Kindle;0;
5c3c4d5f4490281cfd1fda55;17:06.0;CLOSED;827;;pk_0ce3951270159edc24e8270b;Alemania;pk_0ce3951270159edc24e8270b;Loreal;0;
5c3ef8170aee697c1ba84407;14:54.0;CLOSED;180;;pk_317b4fc6fd80a5f8fb2ff216;Alemania;pk_317b4fc6fd80a5f8fb2ff216;Calcedonia ;0;
5c370ef03e78fa6aacf5f62d;25:02.0;ACTIVE;2197;;pk_c447a91e755425d163df6837;España;pk_c447a91e755425d163df6837;YouTube music;0;
5c1a2d582dea1c29c6194dcb;42:24.0;ACTIVE;318;;pk_b9ee4936f19ba28d96f6001e;Belgica;pk_b9ee4936f19ba28d96f6001e;K-tuin;0;
5c3ef8170aee697c1ba84350;44:39.0;CLOSED;340;;pk_317b4fc6fd80a5f8fb2ff216;Marruecos;pk_317b4fc6fd80a5f8fb2ff216;Calcedonia ;0;
5c3ef8170aee697c1ba84373;35:59.0;CLOSED;176;;pk_317b4fc6fd80a5f8fb2ff216;Belgica;pk_317b4fc6fd80a5f8fb2ff216;Calcedonia ;0;
5c3ef8170aee697c1ba8433f;30:08.0;CLOSED;174;;pk_317b4fc6fd80a5f8fb2ff216;España;pk_317b4fc6fd80a5f8fb2ff216;Calcedonia ;0;
5c3ef8170aee697c1ba84347;10:20.0;CLOSED;179;;pk_317b4fc6fd80a5f8fb2ff216;Italia;pk_317b4fc6fd80a5f8fb2ff216;Calcedonia ;0;
5c3ef8170aee697c1ba84369;20:03.0;CANCELLED;546;46:29.0;pk_317b4fc6fd80a5f8fb2ff216;España;pk_317b4fc6fd80a5f8fb2ff216;Calcedonia ;0;
5c3ef8170aee697c1ba84380;07:06.0;CANCELLED;224;25:54.0;pk_317b4fc6fd80a5f8fb2ff216;España;pk_317b4fc6fd80a5f8fb2ff216;Calcedonia ;0;
5c3ef9760aee697c1ba856b9;44:41.0;DELINQUENT;345;;pk_5e2e5ad149a74fc894daa0a5;España;pk_5e2e5ad149a74fc894daa0a5;Kiko;0;
5c3ef8170aee697c1ba8438c;40:58.0;CLOSED;363;;pk_317b4fc6fd80a5f8fb2ff216;España;pk_317b4fc6fd80a5f8fb2ff216;Calcedonia ;0;
